record_ID,units_sold
213735,223.0
213736,70.0
213737,42.0
213738,20.0
213741,65.0
213743,207.0
213744,120.0
213745,63.0
213748,56.0
213749,59.0
213750,103.0
213752,118.0
213753,60.0
213754,346.0
213755,42.0
213756,26.0
213758,78.0
213759,55.0
213760,34.0
213761,38.0
213762,48.0
213763,115.0
213764,7.0
213765,25.0
213768,227.0
213769,156.0
213770,65.0
213771,14.0
213773,64.0
213774,77.0
213775,120.0
213779,115.0
213780,58.0
213781,348.0
213782,15.0
213783,11.0
213785,80.0
213786,49.0
213787,85.0
213788,40.0
213789,66.0
213790,101.0
213792,18.0
213796,18.0
213797,18.0
213798,9.0
213799,7.0
213800,10.0
213801,26.0
213802,27.0
213805,68.0
213806,26.0
213807,113.0
213808,6.0
213809,28.0
213811,31.0
213814,36.0
213816,16.0
213817,21.0
213819,8.0
213820,20.0
213821,19.0
213824,38.0
213825,21.0
213826,63.0
213829,21.0
213830,45.0
213831,28.0
213833,18.0
213834,20.0
213835,12.0
213838,11.0
213840,26.0
213842,24.0
213844,21.0
213848,112.0
213849,77.0
213850,43.0
213851,41.0
213852,46.0
213853,56.0
213857,61.0
213858,42.0
213859,230.0
213860,22.0
213861,9.0
213862,55.0
213863,43.0
213865,34.0
213866,50.0
213867,67.0
213870,65.0
213871,29.0
213874,36.0
213875,44.0
213878,52.0
213879,28.0
213880,149.0
213883,34.0
213884,20.0
213885,10.0
213888,39.0
213891,158.0
213892,85.0
213893,36.0
213895,41.0
213896,57.0
213897,76.0
213900,94.0
213901,45.0
213902,284.0
213903,25.0
213905,48.0
213906,45.0
213907,47.0
213909,30.0
213910,64.0
213912,22.0
213913,16.0
213918,26.0
213919,17.0
213922,21.0
213923,66.0
213924,20.0
213925,111.0
213926,7.0
213928,15.0
213930,29.0
213932,29.0
213935,28.0
213936,28.0
213939,10.0
213940,16.0
213942,70.0
213943,16.0
213944,124.0
213945,20.0
213946,15.0
213947,36.0
213948,38.0
213949,22.0
213951,19.0
213952,29.0
213954,12.0
213955,18.0
213956,16.0
213960,18.0
213961,42.0
213962,20.0
213963,39.0
213964,38.0
213965,30.0
213966,57.0
213967,32.0
213968,118.0
213971,27.0
213972,36.0
213973,17.0
213976,157.0
213977,82.0
213978,47.0
213979,26.0
213980,16.0
213981,68.0
213982,103.0
213983,131.0
213985,32.0
213986,16.0
213987,171.0
213988,97.0
213989,434.0
213990,34.0
213991,16.0
213994,94.0
213995,77.0
213996,89.0
213998,75.0
213999,102.0
214000,5.0
214001,32.0
214002,22.0
214004,61.0
214005,40.0
214006,18.0
214008,49.0
214009,52.0
214010,49.0
214011,30.0
214014,40.0
214015,47.0
214016,163.0
214017,64.0
214018,32.0
214019,76.0
214021,88.0
214022,66.0
214023,85.0
214024,69.0
214025,26.0
214026,43.0
214027,48.0
214028,57.0
214032,47.0
214033,60.0
214034,232.0
214035,79.0
214036,59.0
214040,69.0
214041,5.0
214043,209.0
214044,138.0
214045,89.0
214048,85.0
214049,108.0
214050,129.0
214051,18.0
214054,170.0
214055,89.0
214056,623.0
214057,30.0
214061,98.0
214062,112.0
214063,102.0
214065,76.0
214066,130.0
214067,24.0
214070,62.0
214071,55.0
214072,20.0
214073,19.0
214074,37.0
214075,53.0
214076,35.0
214077,24.0
214078,41.0
214079,107.0
214080,31.0
214081,213.0
214082,33.0
214083,27.0
214084,49.0
214085,84.0
214086,56.0
214088,36.0
214089,69.0
214090,5.0
214092,15.0
214096,26.0
214097,24.0
214098,23.0
214099,20.0
214100,65.0
214101,32.0
214102,103.0
214103,5.0
214104,47.0
214105,81.0
214106,31.0
214109,42.0
214111,36.0
214112,47.0
214114,18.0
214115,33.0
214116,23.0
214118,49.0
214120,40.0
214121,26.0
214122,125.0
214124,24.0
214125,21.0
214126,12.0
214129,45.0
214130,42.0
214131,10.0
214133,21.0
214134,41.0
214135,54.0
214136,23.0
214137,31.0
214138,43.0
214139,75.0
214140,24.0
214141,178.0
214142,19.0
214143,14.0
214144,37.0
214145,34.0
214146,24.0
214148,35.0
214149,41.0
214151,155.0
214152,84.0
214153,30.0
214154,47.0
214155,69.0
214156,90.0
214158,45.0
214159,81.0
214160,36.0
214161,304.0
214162,18.0
214163,11.0
214164,71.0
214165,40.0
214168,50.0
214169,75.0
214175,56.0
214176,47.0
214177,16.0
214178,45.0
214179,37.0
214180,80.0
214184,72.0
214185,42.0
214186,258.0
214187,71.0
214188,41.0
214191,60.0
214192,10.0
214193,35.0
214194,25.0
214195,10.0
214196,37.0
214197,68.0
214198,30.0
214202,93.0
214203,56.0
214204,176.0
214205,45.0
214206,134.0
214207,66.0
214209,83.0
214210,78.0
214213,29.0
214215,11.0
214216,23.0
214217,26.0
214218,9.0
214221,63.0
214222,20.0
214223,166.0
214224,17.0
214225,16.0
214226,32.0
214227,48.0
214228,28.0
214229,19.0
214230,27.0
214231,41.0
214233,10.0
214235,132.0
214236,82.0
214237,50.0
214240,59.0
214241,70.0
214242,89.0
214245,100.0
214246,50.0
214247,341.0
214248,18.0
214249,9.0
214251,81.0
214252,51.0
214253,72.0
214255,65.0
214256,96.0
214258,12.0
214261,11.0
214262,37.0
214263,20.0
214265,19.0
214266,29.0
214267,27.0
214271,79.0
214272,25.0
214273,166.0
214274,23.0
214275,18.0
214276,35.0
214277,50.0
214278,24.0
214281,36.0
214282,14.0
214283,10.0
214284,14.0
214285,21.0
214286,28.0
214287,33.0
214288,21.0
214292,23.0
214293,43.0
214296,15.0
214297,133.0
214300,172.0
214301,84.0
214302,45.0
214305,81.0
214306,107.0
214307,114.0
214310,24.0
214311,102.0
214312,72.0
214313,106.0
214314,21.0
214315,12.0
214316,82.0
214317,61.0
214318,308.0
214320,11.0
214321,23.0
214322,22.0
214325,86.0
214326,86.0
214327,17.0
214328,6.0
214330,30.0
214331,67.0
214332,34.0
214333,49.0
214334,46.0
214335,29.0
214336,69.0
214337,35.0
214338,43.0
214339,21.0
214340,17.0
214341,44.0
214342,49.0
214343,200.0
214344,14.0
214345,17.0
214346,21.0
214348,6.0
214349,15.0
214350,36.0
214351,29.0
214352,29.0
214355,38.0
214356,30.0
214357,25.0
214358,27.0
214360,75.0
214361,27.0
214362,42.0
214363,12.0
214364,9.0
214366,30.0
214367,57.0
214368,145.0
214370,22.0
214371,24.0
214373,4.0
214374,6.0
214375,11.0
214376,260.0
214377,210.0
214378,69.0
214379,18.0
214381,112.0
214382,153.0
214383,211.0
214387,221.0
214388,105.0
214389,187.0
214390,39.0
214391,22.0
214393,116.0
214394,92.0
214395,306.0
214396,12.0
214397,31.0
214398,58.0
214399,11.0
214400,55.0
214402,11.0
214403,81.0
214404,83.0
214406,54.0
214407,66.0
214408,63.0
214411,39.0
214412,55.0
214413,36.0
214414,57.0
214415,11.0
214416,8.0
214417,58.0
214418,32.0
214421,10.0
214422,20.0
214425,192.0
214426,98.0
214427,60.0
214428,12.0
214430,110.0
214431,130.0
214432,113.0
214434,138.0
214435,127.0
214436,121.0
214437,28.0
214438,13.0
214440,91.0
214441,75.0
214443,11.0
214444,17.0
214445,30.0
214447,32.0
214450,30.0
214454,18.0
214455,35.0
214456,35.0
214457,23.0
214458,37.0
214459,38.0
214460,59.0
214461,26.0
214462,46.0
214463,15.0
214464,10.0
214466,41.0
214467,50.0
214468,151.0
214469,19.0
214470,20.0
214471,25.0
214472,28.0
214473,20.0
214475,12.0
214476,30.0
214477,29.0
214478,34.0
214481,48.0
214482,18.0
214483,49.0
214484,13.0
214487,39.0
214488,115.0
214491,17.0
214494,37.0
214495,24.0
214498,20.0
214499,63.0
214500,50.0
214501,16.0
214504,99.0
214505,44.0
214506,83.0
214507,30.0
214508,28.0
214510,44.0
214511,65.0
214512,155.0
214513,17.0
214514,18.0
214515,24.0
214517,16.0
214518,27.0
214519,29.0
214522,18.0
214523,46.0
214524,22.0
214526,34.0
214527,34.0
214528,20.0
214529,18.0
214530,16.0
214531,31.0
214534,14.0
214539,6.0
214540,15.0
214541,37.0
214542,17.0
214543,16.0
214545,31.0
214546,14.0
214547,22.0
214550,17.0
214551,15.0
214554,8.0
214555,112.0
214556,65.0
214557,37.0
214559,76.0
214560,84.0
214561,83.0
214564,65.0
214565,48.0
214566,73.0
214567,9.0
214569,73.0
214570,38.0
214571,246.0
214572,11.0
214573,19.0
214574,29.0
214575,9.0
214577,56.0
214578,54.0
214579,11.0
214581,34.0
214582,45.0
214583,31.0
214587,39.0
214588,52.0
214589,41.0
214590,37.0
214591,44.0
214592,276.0
214593,9.0
214595,17.0
214596,30.0
214597,27.0
214600,29.0
214601,23.0
214605,69.0
214606,27.0
214607,57.0
214608,20.0
214609,18.0
214610,31.0
214611,43.0
214612,138.0
214614,14.0
214615,20.0
214618,49.0
214619,65.0
214620,22.0
214622,28.0
214623,66.0
214624,43.0
214625,55.0
214626,60.0
214627,58.0
214628,96.0
214629,36.0
214630,63.0
214631,24.0
214632,20.0
214634,51.0
214635,58.0
214636,308.0
214637,19.0
214638,17.0
214639,43.0
214640,7.0
214642,16.0
214643,12.0
214646,23.0
214647,22.0
214651,26.0
214652,13.0
214653,15.0
214656,21.0
214657,63.0
214660,13.0
214661,149.0
214662,98.0
214663,64.0
214665,68.0
214666,81.0
214667,89.0
214671,109.0
214672,52.0
214673,90.0
214674,23.0
214675,18.0
214676,71.0
214677,84.0
214678,240.0
214679,7.0
214680,11.0
214681,28.0
214683,18.0
214688,106.0
214689,91.0
214690,50.0
214693,87.0
214694,105.0
214695,96.0
214696,54.0
214699,64.0
214700,52.0
214701,80.0
214704,73.0
214705,31.0
214706,246.0
214708,10.0
214709,19.0
214710,36.0
214712,68.0
214713,60.0
214714,24.0
214716,26.0
214717,54.0
214718,57.0
214719,33.0
214720,31.0
214721,35.0
214722,84.0
214723,30.0
214724,62.0
214725,28.0
214726,25.0
214727,41.0
214728,61.0
214729,145.0
214730,16.0
214731,23.0
214732,36.0
214733,7.0
214734,10.0
214736,17.0
214737,23.0
214738,20.0
214740,17.0
214741,32.0
214742,33.0
214743,42.0
214745,31.0
214746,50.0
214747,21.0
214748,29.0
214749,26.0
214750,32.0
214751,105.0
214753,21.0
214754,19.0
214755,5.0
214763,31.0
214767,81.0
214768,41.0
214769,25.0
214771,34.0
214772,41.0
214773,52.0
214775,50.0
214776,27.0
214777,43.0
214778,14.0
214780,37.0
214781,34.0
214782,133.0
214785,16.0
214787,9.0
214788,44.0
214789,31.0
214790,14.0
214791,30.0
214792,28.0
214793,15.0
214794,63.0
214795,27.0
214796,40.0
214797,16.0
214798,14.0
214799,35.0
214800,36.0
214801,99.0
214802,16.0
214803,20.0
214804,25.0
214807,17.0
214808,23.0
214809,180.0
214810,146.0
214811,88.0
214813,92.0
214814,106.0
214815,100.0
214818,46.0
214819,142.0
214820,68.0
214821,123.0
214822,31.0
214826,74.0
214827,67.0
214828,383.0
214830,10.0
214831,27.0
214833,22.0
214834,9.0
214836,8.0
214838,12.0
214839,38.0
214841,19.0
214843,60.0
214844,27.0
214845,23.0
214846,20.0
214847,70.0
214848,189.0
214854,80.0
214855,68.0
214856,41.0
214858,62.0
214859,57.0
214860,72.0
214864,65.0
214865,37.0
214866,55.0
214869,46.0
214870,51.0
214872,8.0
214874,20.0
214875,10.0
214877,109.0
214878,73.0
214879,34.0
214880,51.0
214881,69.0
214882,72.0
214884,73.0
214885,37.0
214886,74.0
214887,25.0
214888,14.0
214889,70.0
214890,43.0
214891,243.0
214893,8.0
214894,27.0
214895,6.0
214896,20.0
214899,17.0
214904,36.0
214907,9.0
214908,51.0
214909,136.0
214912,16.0
214914,45.0
214915,26.0
214917,7.0
214918,30.0
214919,67.0
214920,35.0
214921,25.0
214922,31.0
214924,112.0
214925,42.0
214926,85.0
214927,28.0
214928,23.0
214931,46.0
214932,44.0
214933,134.0
214935,26.0
214936,32.0
214940,19.0
214942,6.0
214943,21.0
214944,57.0
214945,33.0
214947,67.0
214948,61.0
214949,38.0
214950,25.0
214951,29.0
214953,10.0
214954,29.0
214955,29.0
214956,148.0
214959,177.0
214960,104.0
214961,26.0
214964,82.0
214965,96.0
214966,108.0
214969,38.0
214970,97.0
214971,48.0
214972,110.0
214973,14.0
214974,6.0
214975,76.0
214976,47.0
214977,235.0
214979,17.0
214980,22.0
214982,9.0
214985,186.0
214986,28.0
214987,5.0
214990,14.0
214991,63.0
214992,28.0
214993,29.0
214994,43.0
214995,27.0
214996,59.0
214997,23.0
214998,37.0
214999,10.0
215000,9.0
215002,49.0
215003,114.0
215004,13.0
215005,13.0
215006,19.0
215008,65.0
215009,45.0
215010,11.0
215011,18.0
215012,38.0
215013,47.0
215014,32.0
215015,32.0
215016,38.0
215017,70.0
215018,23.0
215019,42.0
215020,14.0
215021,14.0
215022,38.0
215023,52.0
215024,145.0
215026,16.0
215027,23.0
215029,10.0
215030,32.0
215031,24.0
215033,23.0
215034,62.0
215035,28.0
215038,51.0
215039,22.0
215040,39.0
215043,24.0
215044,29.0
215048,8.0
215049,9.0
215050,8.0
215051,14.0
215052,54.0
215053,47.0
215054,17.0
215055,21.0
215056,37.0
215057,32.0
215058,18.0
215059,14.0
215060,13.0
215061,50.0
215062,16.0
215063,38.0
215065,13.0
215066,30.0
215067,31.0
215068,165.0
215071,16.0
215072,7.0
215074,13.0
215075,63.0
215076,53.0
215077,27.0
215079,33.0
215080,37.0
215081,49.0
215084,60.0
215085,35.0
215086,29.0
215087,40.0
215088,39.0
215089,25.0
215094,57.0
215095,36.0
215096,34.0
215097,41.0
215098,42.0
215101,31.0
215102,31.0
215103,43.0
215106,34.0
215107,16.0
215111,14.0
215112,69.0
215113,38.0
215114,20.0
215116,33.0
215117,44.0
215118,47.0
215119,68.0
215120,45.0
215121,68.0
215124,36.0
215125,54.0
215126,188.0
215128,10.0
215129,12.0
215130,5.0
215131,25.0
215134,21.0
215135,14.0
215136,13.0
215137,32.0
215142,34.0
215143,26.0
215145,18.0
215146,36.0
215147,138.0
215150,33.0
215151,22.0
215152,10.0
215154,17.0
215156,43.0
215157,17.0
215158,36.0
215159,14.0
215160,11.0
215161,27.0
215162,29.0
215163,65.0
215166,14.0
215167,11.0
215169,33.0
215170,38.0
215171,23.0
215172,6.0
215174,23.0
215175,33.0
215176,34.0
215177,29.0
215179,34.0
215180,72.0
215181,24.0
215182,40.0
215184,8.0
215185,31.0
215186,51.0
215187,118.0
215189,23.0
215190,19.0
215193,17.0
215198,45.0
215199,20.0
215200,36.0
215201,43.0
215202,36.0
215203,44.0
215204,19.0
215205,30.0
215206,18.0
215207,26.0
215211,10.0
215212,21.0
215213,18.0
215214,9.0
215215,13.0
215216,33.0
215217,16.0
215218,30.0
215219,33.0
215220,71.0
215221,21.0
215222,32.0
215223,12.0
215226,53.0
215227,165.0
215230,19.0
215232,45.0
215233,38.0
215236,20.0
215237,34.0
215238,31.0
215239,25.0
215240,19.0
215241,23.0
215242,59.0
215243,28.0
215244,40.0
215245,22.0
215246,17.0
215247,42.0
215248,34.0
215249,154.0
215251,10.0
215252,18.0
215253,19.0
215254,152.0
215255,125.0
215256,39.0
215258,72.0
215259,94.0
215260,93.0
215263,26.0
215264,86.0
215265,69.0
215266,75.0
215269,75.0
215270,42.0
215274,22.0
215278,32.0
215279,27.0
215280,11.0
215282,18.0
215283,38.0
215284,25.0
215287,47.0
215288,22.0
215289,41.0
215290,24.0
215291,20.0
215292,36.0
215293,31.0
215297,15.0
215299,16.0
215300,12.0
215302,5.0
215303,46.0
215304,85.0
215305,30.0
215308,62.0
215309,33.0
215310,34.0
215312,24.0
215313,78.0
215314,248.0
215317,23.0
215320,39.0
215321,34.0
215322,15.0
215324,26.0
215325,67.0
215326,43.0
215327,55.0
215328,56.0
215329,50.0
215330,63.0
215331,35.0
215332,50.0
215333,15.0
215335,36.0
215336,29.0
215337,173.0
215338,16.0
215339,20.0
215340,22.0
215342,53.0
215343,42.0
215346,30.0
215347,36.0
215348,43.0
215350,37.0
215351,29.0
215352,39.0
215355,41.0
215359,11.0
215362,96.0
215363,76.0
215364,20.0
215366,48.0
215367,59.0
215368,58.0
215372,56.0
215373,51.0
215374,61.0
215375,68.0
215376,45.0
215377,294.0
215380,15.0
215382,205.0
215383,114.0
215384,63.0
215387,76.0
215388,90.0
215389,104.0
215391,115.0
215392,64.0
215393,101.0
215394,40.0
215395,28.0
215397,83.0
215398,59.0
215399,327.0
215400,13.0
215401,14.0
215402,48.0
215403,8.0
215404,22.0
215407,226.0
215408,152.0
215409,63.0
215410,11.0
215412,102.0
215413,106.0
215414,119.0
215418,111.0
215419,59.0
215420,102.0
215421,15.0
215422,11.0
215424,81.0
215425,56.0
215426,258.0
215427,8.0
215428,19.0
215429,31.0
215431,15.0
215435,19.0
215436,14.0
215437,9.0
215438,4.0
215439,21.0
215440,46.0
215441,26.0
215444,69.0
215445,25.0
215446,56.0
215447,5.0
215448,25.0
215450,169.0
215453,18.0
215455,26.0
215456,26.0
215458,18.0
215459,30.0
215460,19.0
215463,49.0
215464,21.0
215465,15.0
215468,19.0
215469,42.0
215470,149.0
215472,10.0
215473,15.0
215474,11.0
